Type,Key,Summary,Resolution Date,Open,Investigation,Ready for Refinement,Backlog,Reopened,On Hold,Refined,In Development,Ready for test,In Testing,Waiting for acceptance,In Progress,Done,Abandoned,,,,
,CALLS-374,[LV ACT] Aggregate received MT970 messages to a single MT970 file and send it to Corona (for TEST env),4/4/24,0.00h,,0.00h,,,,246.72h,436.00h,1177.03h,170.38h,,,,18117.80h,,,,
,CALLS-398,"iBank LT - List of payments - cancel after cut-off (SEPCO, EKSCO, SEPGO)",3/7/24,0.00h,137.07h,1081.33h,,,,0.28h,6.43h,19.50h,146.70h,,,,18786.43h,,,,
,CALLS-368,Add more logging for the debiting part of EPE,1/4/24,0.02h,,0.00h,,,,0.00h,1.95h,1.18h,3.08h,,,,20298.22h,,,,
,CALLS-367,PDF after domestic payment signing not wrapping text,1/8/24,17.05h,,1.38h,,,,1.45h,23.50h,2.25h,69.28h,,,,20207.42h,,,,
,CALLS-459,[Ibank] Can not delete big mass payment from List of payments,5/14/24,0.00h,,2708.40h,,,,315.77h,26.18h,16.98h,99.48h,,,,17158.85h,,,,
,CALLS-458,[Ibank] Can not delete big mass payment from Import page,5/14/24,0.00h,,2708.50h,,,,0.33h,341.62h,16.98h,99.47h,,,,17158.87h,,,,
,CALLS-363,Cleanup on Smart form PDF generation,1/4/24,0.05h,,0.63h,,,,1.32h,17.30h,4.65h,18.50h,,,,20305.12h,,,,
Production bug,CALLS-369,EPE slowdown caused by parallel multi-file processing,1/9/24,145.65h,4.98h,0.00h,,,,0.00h,17.98h,1.52h,0.02h,,,,20181.82h,,,,
,CALLS-359,Capture all SEPA payments into single data store - LV specific fields missing,1/2/24,0.02h,,0.22h,,,,0.00h,3.43h,105.65h,15.45h,,,,20345.92h,,,,
,CALLS-409,"iBank PDF - Import of payments (SEPCO, EKSCO, SEPGO)",3/19/24,0.35h,115.27h,1366.23h,,,,0.42h,459.00h,24.57h,141.72h,,,,18502.50h,,,,
,CALLS-402,"iBank PDF - Payment archive (SEPCO, EKSCO, SEPGO)",2/23/24,118.92h,0.02h,1362.93h,,,,0.00h,,0.88h,28.80h,,,,19098.58h,,,,
,CALLS-401,"iBank PDF - List of payments (SEPCO, EKSCO, SEPGO)",2/19/24,119.28h,0.43h,1026.10h,,,,94.35h,7.63h,166.28h,0.00h,,,,19196.07h,,,,
,CALLS-405,"iBank PDF - Outgoing payment (SEPCO, EKSCO, SEPGO)",3/6/24,116.22h,3.02h,1384.15h,,,,0.03h,17.10h,6.70h,168.00h,,,,18914.97h,,,,
,CALLS-404,"iBank PDF LT - Incoming international payment (SEPCI, EKSCI, SEPGI)",4/2/24,0.18h,533.98h,1283.42h,,,,353.65h,21.82h,126.00h,128.37h,,,,18163.30h,,,,
Production bug,CALLS-357,Incorrect verification message when signing mass payments from list,12/29/23,0.38h,,18.08h,,,,0.48h,7.88h,157.52h,5.45h,,,,20445.10h,,,,
,CALLS-361,iBank: Missing translations for mass payment accept view,1/4/24,286.70h,,0.00h,,,,0.22h,2.17h,2.10h,48.48h,,,,20297.20h,,,,
,CALLS-410,"iBank - International Outgoing payment - SEPA message copy (SEPCO, EKSCO, SEPGO)",3/6/24,24.55h,,1002.18h,,,,429.55h,197.02h,69.62h,120.87h,,,,18813.85h,,,,
,CALLS-412,"iBank - Incoming international payments list (SEPCI, EKSCI, SEPGI)",3/20/24,43.12h,292.23h,1026.18h,,,,624.02h,144.25h,26.42h,27.33h,,,,18474.17h,,,,
,CALLS-400,"iBank - Import of payments (SEPCO, EKSCO, SEPGO)",3/20/24,43.78h,,1149.82h,,,,99.95h,696.42h,23.60h,167.98h,,,,18476.23h,,,,
,CALLS-399,"iBank - Incoming international payment (SEPCI, EKSCI, SEPGI)",3/28/24,0.00h,691.82h,669.97h,,,,378.07h,497.22h,133.70h,5.37h,,,,18281.85h,,,,
,CALLS-407,"iBank - Payment archive/Account statement (SEPCO, EKSCO, SEPGO)",2/22/24,0.22h,2.95h,1359.48h,,,,102.77h,43.50h,1.18h,25.48h,,,,19123.32h,,,,
,CALLS-355,Add new incoming payment op_id to CREBIT.SANCTION_CHECKED_OPERATION,1/19/24,0.00h,,360.93h,,,,150.62h,23.50h,94.08h,92.57h,,,,19943.40h,,,,
,CALLS-354,Do not route large amount cross-border and intragroup SEPA to RTGS,12/29/23,0.00h,,48.17h,,,,24.80h,0.58h,123.33h,43.60h,,,,20447.95h,,,,
Production bug,CALLS-370,"iBank: Fix ""Amount"" field type",1/19/24,0.00h,75.10h,502.60h,,,,0.00h,1.70h,239.93h,18.68h,,,,19944.37h,,,,
,CALLS-356,iBank: update payment import,12/27/23,161.78h,,0.02h,,,,2.27h,21.78h,120.68h,3.65h,,,,20491.73h,,,,
,CALLS-352,[DB] (ON HOLD!!!) Create wrapper procedure to return OP_ID for SEPA cross-border,12/18/23,96.37h,,,,,,,,,,,,,,20710.38h,,,
,CALLS-350,Add new out channel codes in a procedure for SO payment processing,1/23/24,0.00h,,833.03h,,,,0.00h,6.70h,17.42h,125.87h,,,,19843.58h,,,,
,CALLS-403,"iBank - Smart form - suggested payments (exclude SEPCO, EKSCO, SEPGO)",2/15/24,0.00h,146.18h,1389.70h,,,,1.02h,2.30h,,,,,,,19293.05h,,,
,CALLS-406,"iBank - List of payments (SEPCO, EKSCO, SEPGO)",2/26/24,0.02h,174.40h,1194.62h,,,,1.25h,143.75h,196.87h,94.15h,,,,19028.30h,,,,
,CALLS-397,"iBank - Outgoing payment order details (SEPCO, EKSCO, SEPGO)",2/20/24,0.00h,578.27h,643.40h,,,,0.20h,195.95h,93.63h,167.92h,,,,19173.25h,,,,
Production bug,CALLS-706,[DB] Negative amount transaction on correspondent account should not be possible,9/30/24,0.00h,,6934.88h,,,,23.83h,71.97h,0.00h,0.00h,,,,13825.23h,,,,
,CALLS-817,[Forms] Improve visibility of instant faulty payment,12/17/24,0.05h,,8785.85h,,,,27.43h,0.00h,67.37h,28.95h,,,,11947.75h,,,,
Production bug,CALLS-349,[EPE] Mass payment crediting error: ORA-01086: savepoint 'LAST_PAYMENT' never established in this session or is invalid,12/14/23,0.02h,,7.62h,,,,0.28h,16.28h,0.65h,47.32h,,,,20808.98h,,,,
,CALLS-364,Failed imported files are not possible to remove from imported files list,1/17/24,0.00h,,312.87h,,,,313.32h,211.93h,73.55h,50.50h,,,,19985.65h,,,,
Production bug,CALLS-347,Domestic payments held by OPV when sent to offline validation,12/11/23,0.12h,,16.98h,,,,6.12h,2.50h,63.62h,4.63h,,,,20876.15h,,,,
,CALLS-379,Update Service Offering to include Emergency solution for LV,1/17/24,984.72h,,,,,,,,,,,,,19989.72h,,,,
,CALLS-346,(STAR and Standing Orders) Debtor ID should not be automatically added to cross-border and intragroup payment,1/29/24,358.87h,,647.83h,,,,5.27h,90.58h,31.12h,142.57h,,,,19699.38h,,,,
,CALLS-524,Verify OP_ID/ledger usage for non-SEPA reachable payments,8/7/24,4300.53h,,1074.28h,,,,0.00h,,25.90h,457.13h,,,,15118.17h,,,,
,CALLS-345,[DB] Adjust crebit.lt_op.get_op_tyyp to include new cross-border SEPA op_tyyp values,12/21/23,121.48h,,46.68h,,,,0.48h,100.05h,0.00h,69.18h,,,,20638.58h,,,,
,CALLS-344,mass payment signing from list error,12/6/23,17.47h,,0.00h,,,,3.17h,0.97h,1.05h,0.63h,,,,20993.98h,,,,
Production bug,CALLS-358,iBank Mass Payment layout - buttons issue,12/28/23,0.47h,,410.05h,,,,0.00h,91.78h,52.92h,2.18h,,,,20466.27h,,,,
,CALLS-343,Expanded intermediary page for Smart payment form,2/15/24,43.52h,,25.18h,,,,100.35h,1033.92h,18.68h,533.22h,,,,19289.32h,,,,
,CALLS-339,(iBank And Bank component's) Debtor ID should not be automatically added to cross-border and intragroup payment,12/19/23,0.02h,,144.50h,,,,5.00h,144.60h,133.87h,9.33h,,,,20682.77h,,,,
,CALLS-338,Fix OP_VALIK entries for cross-border SEPA payments,12/19/23,137.92h,7.32h,45.27h,,,,0.00h,93.37h,101.02h,65.52h,,,,20688.40h,,,,
,CALLS-337,[DB] Update DP trigger dp_out_upd_bef to fill corresp_account_code,12/19/23,16.98h,,104.18h,,,,0.00h,22.87h,121.48h,192.37h,,,,20681.13h,,,,
,CALLS-334,Deploy and schedule SFEc server scripts [PROD],7/22/24,0.07h,,197.42h,,,,2566.40h,2352.60h,0.57h,455.87h,,,,15499.00h,,,,
,CALLS-333,"Adjust OP_IDs for cross-border Sepa, create new for cross-border non-reachable Sepa",12/11/23,30.83h,90.70h,51.27h,,,,0.00h,24.53h,0.00h,67.03h,,,,20880.93h,,,,
,CALLS-332,Create Operation types (OP_TYYP) classificator table,12/14/23,30.87h,118.88h,140.70h,,,,0.00h,45.50h,0.00h,7.33h,,,,20802.07h,,,,
,CALLS-331,Adjust XSD for pacs.002 & pacs.004 & pacs.008 before testing started,12/14/23,0.33h,55.67h,136.90h,,,,94.47h,6.08h,20.68h,50.40h,,,,20804.68h,,,,
,CALLS-321,To tests LV Emergency solution with Latvias banka,2/21/24,2034.93h,,,,,,,,,,,,,19153.78h,,,,
,CALLS-320,Test connection from SEPA exchange to TPS Gateway for payments to EKS,2/15/24,548.50h,,0.00h,,,,1277.85h,,0.00h,73.15h,,,,19289.35h,,,,
,CALLS-317,Generating received EKS file digest (parameters file) for TPS-gateway TEST,12/13/23,27.15h,,18.25h,,,,0.00h,,0.00h,314.48h,,,,20829.40h,,,,
,CALLS-351,List of payment: can't execute payment,12/20/23,0.00h,,500.47h,,,,24.72h,122.60h,,,,,,,20660.48h,,,
,CALLS-310,Forms teller: Incoming/Outgoing payment search does not find all matching payments,12/1/23,25.02h,,20.40h,,,,0.00h,197.27h,0.32h,19.03h,,,,21120.00h,,,,
,CALLS-372,Archive EKS files [test],7/22/24,0.00h,,0.00h,,,,0.00h,3412.55h,2537.12h,0.00h,,,,15499.05h,,,,
,CALLS-371,Monitoring SFEc status and alerting about SFEc events in Zabbix,2/28/24,1240.68h,,72.00h,,,,790.83h,367.45h,0.00h,0.00h,,,,18977.73h,,,,
,CALLS-396,Receiving EKS routing directory file [PROD],2/26/24,0.02h,,1562.25h,,,,0.00h,472.45h,437.78h,0.87h,,,,19026.55h,,,,
,CALLS-373,Receiving EKS routing directory file [TEST],1/26/24,0.02h,,285.27h,,,,338.67h,1102.22h,0.00h,0.00h,,,,19773.73h,,,,
Production bug,CALLS-292,iBank - Mass payment view - Correct defective - incorrect price list assigned to payment,11/22/23,0.12h,,140.17h,,,,1.02h,6.82h,16.65h,3.42h,,,,21333.12h,,,,
,CALLS-294,iBank - Mass payment - form & PDF layout issues,11/30/23,0.00h,0.20h,42.28h,,,,142.12h,102.98h,89.88h,5.20h,,,,21139.32h,,,,
Production bug,CALLS-286,Incorrect sententence punctuation,11/22/23,167.03h,,0.03h,,,,0.17h,2.75h,2.38h,19.70h,,,,21336.10h,,,,
,CALLS-282,Number does not increase for each subsequent new payment,11/21/23,0.00h,0.00h,1.62h,,,,0.00h,186.20h,,,,,,,21360.80h,,,
,CALLS-287,Post_sync_scripts failed in gate_lv_core,11/9/23,4.82h,0.08h,0.00h,,,,0.00h,0.00h,0.00h,0.00h,,,,21644.13h,,,,
Production bug,CALLS-278,[Forms teller] Claim non-receipt button active for rejected payment,11/14/23,0.00h,,42.10h,,,,5.17h,66.22h,6.93h,18.48h,,,,21528.30h,,,,
Production bug,CALLS-277,[Forms teller] Related payment button active for outgoing sepa payment when there is no related payment,11/13/23,0.07h,,18.82h,,,,0.00h,94.65h,1.92h,4.20h,,,,21547.58h,,,,
,CALLS-455,[LV ACT] Processing of camt.054 from TARGET-Latvija to de-fund Clearing cover account,5/16/24,2086.38h,630.02h,1720.87h,,,,78.02h,0.02h,68.33h,0.00h,,,,17111.40h,,,,
,CALLS-454,[LV ACT] Processing camt.054 from T2 GUI to pre-fund Clearing cover account,5/16/24,2103.62h,1756.52h,594.35h,,,,77.12h,0.80h,68.23h,0.05h,,,,17111.57h,,,,
Production bug,CALLS-276,iBank - Manual mass payment edit - updated document numbers not shown when returning from signing form,11/14/23,0.30h,,72.40h,,,,0.00h,46.93h,61.47h,82.22h,,,,21522.48h,,,,
,CALLS-330,[LV ACT] Configuration of reconciliation rules in Corona,1/4/24,137.48h,362.88h,913.65h,,,,,,,,,,,20444.63h,,,,
,CALLS-329,[LV ACT] EKS Nostro setup in Corona,1/4/24,137.50h,362.85h,913.53h,,,,,,,,,,,20444.77h,,,,
,CALLS-328,[LV ACT] Ensuring generation of EKS Nostro account statement on New Nostro export batch (Domestic),2/2/24,378.95h,121.90h,886.20h,,,,603.03h,2.75h,18.75h,244.27h,,,,19603.25h,,,,
,CALLS-327,[LV ACT] Transferring KE file from SFEc to MB [TEST env],1/22/24,408.30h,,0.00h,,,,0.00h,1302.58h,275.18h,0.00h,,,,19873.25h,,,,
,CALLS-326,[LV ACT] Ensuring conversion of camt.053 to MT950,1/29/24,378.23h,122.85h,913.28h,,,,239.20h,332.58h,0.00h,169.47h,,,,19703.72h,,,,
Production bug,CALLS-271,iBank - Mass payment view - Correct defective - autom. list number issue,11/30/23,337.80h,1.02h,162.88h,,,,5.22h,118.50h,4.38h,91.77h,,,,21141.07h,,,,
Production bug,CALLS-270,iBank - Start new mass payment (from old) - document numeration issue,11/6/23,0.12h,1.52h,71.25h,,,,0.00h,4.10h,65.20h,0.67h,,,,21719.90h,,,,
Production bug,CALLS-269,iBank - Mass payment edit - cannot sign in offline processing mode,11/6/23,0.02h,0.08h,4.18h,,,,0.00h,2.65h,138.62h,1.12h,,,,21718.77h,,,,
Production bug,CALLS-267,iBank - Manual mass payment edit - error when deleting single record,11/10/23,0.20h,,166.85h,,,,0.00h,43.93h,45.25h,2.55h,,,,21621.37h,,,,
Production bug,CALLS-268,iBank - Payment archive/account statement - wrong mass payment document number in consolidated record,1/2/24,0.07h,0.88h,20.60h,,,,1.13h,37.68h,242.70h,34.43h,,,,21543.68h,,,,
,CALLS-266,Refactor STAR validations for non-foreign payment forms,11/24/23,0.87h,,0.00h,,,,320.28h,273.92h,2.48h,0.00h,0.00h,,,21287.67h,,,,
,CALLS-265,Create document type for moved payment notification message,10/31/23,0.30h,,0.25h,,,,0.35h,4.92h,23.25h,0.00h,,,,21860.70h,,,,
Production bug,CALLS-264,iBank - make Mass Payment selected when going back from view page,11/21/23,476.32h,,0.00h,,,,0.32h,98.02h,2.52h,19.53h,,,,21359.20h,,,,
Production bug,CALLS-255,Fix trigger to insert RTGSEUR as corresp_account_code for urgents,11/10/23,0.02h,,330.17h,,,,0.00h,3.55h,2.92h,41.75h,,,,21624.65h,,,,
,CALLS-251,Grant select rights for role PAYMENT_SUP to cdd.restriction,10/24/23,0.00h,,0.68h,,,,1.12h,3.93h,0.02h,0.00h,,,,22028.95h,,,,
Production bug,CALLS-250,Fix Mass Payment PDF layout,11/10/23,69.03h,,0.02h,,,,289.13h,28.53h,4.23h,43.07h,,,,21619.98h,,,,
,CALLS-247,Authorization of connection to SFEc server and recording of actions in SFEc server,12/7/23,0.05h,,0.00h,,,,0.00h,700.63h,472.35h,0.17h,,,,20976.30h,,,,
,CALLS-246,[LV ACT] Handling manually Payment Search in FormsTeller,10/24/23,0.00h,,0.00h,,,,0.00h,,99.52h,23.92h,,,,22027.18h,,,,
,CALLS-261,[LV ACT] Restrict initiation of non-payment msgs on SEPA Payment details screen in Forms Teller,11/8/23,149.83h,,18.92h,,,,289.22h,1.55h,21.60h,3.62h,,,,21669.25h,,,,
,CALLS-260,[LV ACT] Restrict initiation of non-payment  msgs on SEPA Case details screen in Forms Teller,11/8/23,29.32h,,139.47h,,,,100.13h,190.65h,3.48h,21.75h,,,,21669.25h,,,,
,CALLS-242,Payment services configuration improvements for clients,11/10/23,0.03h,,23.13h,,,,8.18h,32.67h,149.98h,24.90h,,,,21937.43h,,,,
,CALLS-241,Procedure crebit.dp_sepa.prepare_return_payment inserts wrong CORRESP_ACCOUNT_CODE for some returns,10/20/23,0.40h,,1.77h,,,,0.70h,23.20h,0.37h,43.17h,,,,22128.87h,,,,
,CALLS-293,"[LV ACT] Forms Teller - SEPA message details - EKS XML camt.056, camt.029, pacs.028",11/21/23,0.28h,2.48h,739.72h,,,,0.32h,96.33h,2.62h,24.08h,,,,21356.43h,,,,
,CALLS-237,Payment emergency blocking changes for Star,10/25/23,138.95h,,0.00h,,,,29.20h,91.20h,27.23h,2.55h,,,,22002.57h,,,,
,CALLS-236,Payment emergency blocking changes for Ibank,10/26/23,138.20h,,0.75h,,,,26.70h,93.68h,50.10h,3.57h,,,,21978.68h,,,,
,CALLS-235,Payment initiation during emergency,10/26/23,0.00h,0.13h,143.35h,,,,7.33h,113.80h,27.80h,26.00h,,,,21978.57h,,,,
,CALLS-234,Payment returns routing to EKS/STEP2,10/18/23,0.00h,0.63h,98.25h,,,,0.00h,,20.07h,5.00h,,,,22173.38h,,,,
,CALLS-233,Logging Out Channel Code change,10/13/23,0.70h,,0.00h,,,,0.00h,3.30h,2.02h,0.00h,,,,22291.83h,,,,
,CALLS-232,Payments routing to EKS during emergency,11/7/23,0.03h,,22.92h,,,,1.82h,72.48h,75.32h,66.98h,,,,22081.18h,,,,
,CALLS-229,STAR update on java side to use new Emergency Setup,10/12/23,0.80h,,,,,,,,,,,,,,22320.90h,,,
,CALLS-245,"[LV ACT] Forms Teller - SEPA message details - EKS XML pacs.008, pacs.004",11/1/23,0.02h,116.78h,73.68h,,,,39.17h,77.28h,3.90h,142.50h,,,,21887.00h,,,,
,CALLS-228,[DB] Update procedure CREBIT.DP_SEPA.CREATE_RETURN for EKS returns,10/18/23,0.00h,,21.95h,,,,3.87h,95.45h,0.88h,45.22h,,,,22173.82h,,,,
,CALLS-244,[LV ACT] Handling manually Message Search in FormsTeller,10/24/23,3.18h,185.80h,1.20h,,,,2.93h,22.52h,76.13h,20.13h,,,,22031.20h,,,,
,CALLS-249,[LV ACT] SEPA message chain details for EKS message,10/23/23,0.00h,,236.98h,,,,0.00h,,75.80h,0.05h,,,,22051.30h,,,,
Production bug,CALLS-306,SEPA exchange: payment got accept and reject messages in the same time,11/22/23,74.33h,,932.68h,,,,2.60h,1.63h,2.15h,18.00h,,,,21336.83h,,,,
Production bug,CALLS-263,iBank/Gateway - pain.001 mass payment import - Document number (InstrId) overwritten,10/31/23,0.00h,464.48h,43.55h,,,,0.00h,3.00h,67.43h,27.87h,,,,21859.20h,,,,
,CALLS-224,Update TRIGGER crebit.dp_out_upd_bef to fill nostro account in DP for EKS payments,10/10/23,0.00h,,6.38h,,,,0.30h,19.35h,71.52h,26.95h,,,,22365.05h,,,,
,CALLS-223,Update procedures for updating EKS nostro account balance,10/9/23,0.63h,,0.02h,,,,0.00h,23.55h,93.52h,5.87h,,,,22387.05h,,,,
Production bug,CALLS-231,iBank - Mass payment view - Correct defective - insufficient funds errors not cleared when part of list failed,11/15/23,0.02h,,839.88h,,,,1.97h,21.37h,155.62h,10.07h,,,,21500.45h,,,,
,CALLS-259,[LV ACT] Forms Teller - Making repeal,10/30/23,0.00h,0.58h,544.83h,,,,24.83h,4.53h,71.67h,1.47h,,,,21883.05h,,,,
,CALLS-221,Delete archived records from sepa_manual_messages,10/5/23,0.05h,,18.70h,,,,0.00h,1.22h,1.22h,24.82h,,,,22485.80h,,,,
Production bug,CALLS-219,Client doesn't see Standing Orders in his iBank.,11/9/23,594.85h,,413.65h,,,,,,,,,,,,21643.43h,,,
,CALLS-218,One time data preparation for Emergency banks table,10/3/23,0.00h,0.72h,0.02h,,,,96.20h,1.38h,19.48h,0.85h,,,,22537.67h,,,,
Production bug,CALLS-220,Sepa manual messages are not archived in EE and LV,10/9/23,0.00h,,161.00h,,,,0.00h,26.02h,1.78h,116.15h,,,,22394.45h,,,,
,CALLS-252,Reconfigure W668 server and/or service account(s) to use Secure LDAP when communicating to Domain Controller,11/3/23,0.00h,,690.60h,,,,70.58h,22.65h,3.07h,149.42h,,,,21786.68h,,,,
,CALLS-216,Create new SEPA processing flow code,9/26/23,0.25h,,0.00h,,,,0.00h,2.00h,16.85h,0.00h,,,,22705.60h,,,,
,CALLS-620,Decommission Linux servers previous used for application running on Rancher,11/19/24,10004.85h,,0.00h,,,,0.00h,170.42h,0.00h,0.00h,,,,12620.87h,,,,
,CALLS-619,Decommission applications on Rancher,11/12/24,10003.40h,,0.00h,,,,0.00h,1.07h,0.00h,0.00h,,,,12791.67h,,,,
,CALLS-258,[LV ACT] SEPA payment details screen in FormsTeller,10/30/23,408.28h,,404.47h,,,,0.83h,28.45h,71.62h,0.00h,,,,21884.77h,,,,
,CALLS-226,[LV ACT] Handling manually Payment Search in FormsTeller,10/19/23,338.98h,,90.58h,,,,0.30h,49.37h,145.00h,23.65h,,,,22150.62h,,,,
Production bug,CALLS-215,Imported files disappears from page,10/31/23,814.47h,,0.02h,,,,21.95h,76.40h,2.67h,18.18h,,,,21865.88h,,,,
,CALLS-214,Create SysGlobal to send/not-send EKS payments to ProScan,10/5/23,287.35h,,0.00h,,,,1.95h,1.23h,21.58h,0.08h,,,,22489.28h,,,,
,CALLS-213,Update Procedures to use EKS nostro bookings (instead of SEPA nostro),10/18/23,147.80h,,0.00h,,,,3.80h,97.42h,39.88h,149.88h,,,,22339.07h,,,,
,CALLS-200,Generate production key file cryption/encryption [PROD],11/16/23,660.38h,673.03h,,,,,,,,,,,,,21480.27h,,,
,CALLS-199,Prepare server for file encryption/decryption [PROD],12/7/23,660.38h,168.10h,0.00h,,,,291.20h,213.70h,145.95h,358.07h,,,,20976.27h,,,,
,CALLS-199,Prepare server for file encryption/decryption [PROD],12/7/23,660.38h,0.00h,168.10h,,,,,291.20h,213.70h,145.95h,358.07h,,,,,,20976.32h,
,CALLS-198,Order Sterling for file transfer [PROD],1/11/24,1333.45h,238.40h,26.83h,,,,,0.00h,932.97h,0.00h,144.87h,,,,,,20137.25h,
,CALLS-227,Outgoing EKS payments crediting delay,10/24/23,469.15h,190.93h,0.77h,,,,,101.53h,18.60h,2.37h,0.00h,,,,,,22030.63h,
,CALLS-541,Setup EE cluster for payment services,6/21/24,5394.52h,0.00h,,,,,,0.00h,1169.92h,0.00h,0.00h,,,,,,16249.60h,
,CALLS-193,Payment Services functional and regression testing in PPTE,3/18/24,3690.77h,330.72h,,,,,,1.37h,5.20h,16.85h,240.27h,,,,,,18528.90h,
,CALLS-192,Test file transfer for FAS [TEST],11/21/23,755.48h,72.58h,511.72h,,,,,0.00h,,0.00h,119.75h,,,,,,21354.60h,
,CALLS-191,Adjust Stored Procedures to figure out when payment needs to be cleared in EKS,10/12/23,444.55h,19.60h,28.87h,,,,,,,,,,,,,,,22321.15h
,CALLS-190,Adjust bank components to figure out when payment needs to be cleared in EKS,10/12/23,444.60h,19.67h,28.83h,,,,,,,,,,,,,,,22321.12h
Production bug,CALLS-230,iBank - Mass payment edit - list number not updated in single payment records,11/3/23,90.37h,529.88h,67.82h,,,,,51.25h,3.27h,111.20h,3.50h,,,,,,21957.02h,
,CALLS-185,Order SWPD profile,10/18/23,638.03h,,,,,,,,,,,,,,,,22176.40h,
,CALLS-184,Order Sterling for file transfer [TEST],10/19/23,252.63h,0.00h,,,,,,0.00h,411.93h,0.00h,0.00h,,,,,,22150.00h,
,CALLS-183,Prepare server for file cryption/decryption [TEST],10/19/23,158.32h,0.05h,0.08h,,,,,0.00h,506.15h,0.00h,0.00h,,,,,,22149.98h,
,CALLS-182,Routing table setup for EKS participants,9/28/23,88.50h,,69.67h,,,,,,,,,,,,,,,22656.52h
,CALLS-181,Create parameter to determinate Old or New Emergency solution to use in LV,9/25/23,12.95h,0.00h,,,,,,0.25h,70.27h,0.52h,1.78h,,,,,,22728.92h,
,CALLS-207,Payment return message (pacs.004.001.09) - from EKS,11/7/23,10.53h,656.85h,,,,,,102.18h,258.88h,73.18h,27.20h,,,,,,21692.30h,
,CALLS-206,Credit transfer message (pacs.008.001.08) - from EKS,10/10/23,10.22h,248.92h,,,,,,17.07h,29.77h,123.55h,28.22h,,,,,,22363.42h,
,CALLS-208,Payment return message (pacs.004.001.09) - to EKS,10/18/23,10.85h,323.08h,117.40h,,,,,3.77h,22.22h,166.97h,4.50h,,,,,,22172.38h,
,CALLS-205,Credit transfer message (pacs.008.001.08) - to EKS,10/10/23,10.08h,154.27h,,,,,,2.13h,116.23h,1.12h,173.93h,,,,,,22363.42h,
,CALLS-204,Incoming credit transfer/payment return screening during Emergency,10/11/23,154.40h,41.63h,254.02h,,,,,0.03h,120.47h,52.70h,0.77h,,,,,,22340.17h,
,CALLS-203,Outgoing credit transfer/payment return screening during Emergency,11/3/23,0.20h,117.58h,408.23h,,,,,0.07h,120.47h,49.32h,3.75h,,,,,,22264.57h,
,CALLS-202,Excluded payment rejection message (pacs.002 rejection) - from EKS,11/10/23,20.67h,641.18h,291.30h,,,,,343.55h,18.33h,4.07h,42.05h,,,,,,21626.07h,
,CALLS-201,Moved payment notification message (pacs.002 pending) - from EKS,11/10/23,0.12h,693.48h,259.55h,,,,,238.33h,151.22h,22.45h,3.23h,,,,,,21618.85h,
,CALLS-257,[LV ACT] Handling manually Return in Forms Teller,10/31/23,529.33h,474.53h,,,,,,0.00h,,124.82h,0.30h,,,,,,21860.78h,
Production bug,CALLS-179,"Disappears field ""Transaction costs paid by"" when concluding International Defined payment",11/27/23,957.73h,744.10h,,,,,,0.15h,6.93h,85.60h,9.40h,,,,,,21210.93h,
,CALLS-240,STAR: add validation to beneficiary's structured address in domestic standing order (LT only),11/27/23,0.10h,791.37h,,,,,,607.27h,268.25h,92.60h,41.88h,,,,,,21216.00h,
,CALLS-239,STAR: add validation to beneficiary's structured address in predefined domestic payments (LT only),11/22/23,0.02h,767.48h,,,,,,607.27h,259.15h,23.50h,2.50h,,,,,,21333.58h,
,CALLS-177,Wrong payment execution when needed double acceptance,12/29/23,1.73h,2231.33h,,,,,,3.42h,95.25h,32.92h,230.08h,,,,,,20446.30h,
,CALLS-175,Insert PVM code into CREBIT.DP_CHANNEL,9/11/23,0.00h,,68.17h,,,,,,,,,,,,,,,23063.07h
,CALLS-325,Processing of pacs.009 from TARGET-Latvija to de-fund Clearing cover account,1/19/24,1416.82h,1412.77h,,,,,,192.23h,0.87h,69.68h,103.82h,,,,,,19937.42h,
,CALLS-324,Processing of camt.054 from TARGET-Latvija to pre-fund Clearing cover account,1/19/24,1415.95h,1413.78h,,,,,,173.95h,40.45h,70.83h,75.40h,,,,,,19943.37h,
,CALLS-173,Creditor type incorrect after payment file import in iBank,9/8/23,0.00h,18.03h,1.07h,,,,,,,,,,,,,,,23137.62h
,CALLS-196,Status message (pacs.002 rejection) - from EKS,10/25/23,0.02h,616.00h,175.30h,,,,,315.32h,,19.65h,24.38h,,,,,,22009.92h,
,CALLS-197,Status message (pacs.002 acceptance) - from EKS,10/25/23,0.00h,619.82h,191.97h,,,,,25.35h,289.92h,19.70h,24.38h,,,,,,22009.92h,
Production bug,CALLS-174,Error 'The Beneficiary bank's field is blank or contains errors!' in case customer pushes button 'Overwrite defined payment' after successful international payment entry,11/22/23,5.73h,135.83h,,,,,,1299.52h,381.60h,49.55h,5.32h,,,,,,21330.20h,
,CALLS-172,Remove old file formats from constraint CREBIT.CK$IMP_PMT_FILE$FORMAT,10/12/23,0.05h,792.15h,,,,,,0.00h,22.98h,48.20h,0.05h,,,,,,22322.17h,
,CALLS-171,Create converter between vvmk and dp structures,9/12/23,48.37h,0.00h,,,,,,0.00h,138.45h,,,,,,,,,23041.50h
,CALLS-169,Create component for converting payments between domestic and foreign objects,9/12/23,3.90h,90.32h,,,,,,0.00h,7.63h,45.50h,115.73h,,,,,,23041.28h,
,CALLS-168,Create mapping between domestic and foreign payment errors,9/12/23,3.98h,90.32h,,,,,,0.00h,7.63h,45.50h,115.73h,,,,,,23041.27h,
