Type,Key,Summary,Resolution Date,Open,NEW!,Investigation,Ready for Refinement,On Hold,Waiting for Answer,In Progress,Code review,Ready for Testing,In Testing,Pending,Canceled,Done,,,,,,
,PAYLYNX-387,ID:PETMARKET,1/8/25,,2.33h,,,,,,,,,,711.48h,,,,,11425.98h,,
,PAYLYNX-386,ID:WURTS,12/18/24,,0.38h,2.98h,,,,,,,,,208.42h,,,,,11929.05h,,
,PAYLYNX-385,MB CORE - locale limit 5 in DB for multilinks,,0.00h,,,,,,,1.23h,,27.65h,21.10h,,,,,,12093.52h,,
,PAYLYNX-384,ID:EPEE_BOOM_TREND,12/9/24,,0.23h,0.03h,,,,,,,,,,,,,,12145.47h,,
,PAYLYNX-383,Failing Spring boot 3.4.0 upgrade,12/9/24,0.02h,,,,,,,72.88h,0.00h,,,,,,,,12144.48h,,
,PAYLYNX-402,Update scope of loading to Agreement Summary in Prod,3/5/26,10768.85h,,,,,,,24.13h,0.02h,0.00h,145.55h,,,,,,1319.78h,,
,PAYLYNX-382,WARDEN key error,,164.48h,,,,,,,,,,,,,,,,,12095.40h,
,PAYLYNX-381,"WARDEN test , sql error",,214.63h,,,,,,,814.82h,,,,,4390.28h,,,,,6864.88h,
,PAYLYNX-380,ID: ALVADI,1/6/25,,1.28h,,,,,,,,,,834.38h,,,,,11473.42h,,
,PAYLYNX-379,Update AD according to Skyvault migration,1/29/25,1057.20h,,,,,,,334.43h,,,,,,,,,10920.57h,,
,PAYLYNX-378,ID: EPEE_BOOM_TREND,12/18/24,,0.35h,0.02h,,,,,,,,,384.67h,,,,,11929.03h,,
,PAYLYNX-377,novembri kuu tehingutasu,12/18/24,,71.92h,0.25h,,,,,,,,,378.37h,,,,,11929.42h,,
,PAYLYNX-376,Implement Mobile flow payment separation possibility,,12428.25h,,,,,,,,,,,,,,,,,,
,PAYLYNX-375,Startup account and VK_SERVICE 3021,1/13/25,168.07h,,,,,,,960.53h,,,,,,,,,11300.87h,,
,PAYLYNX-374,Upload new version of Prestashop plugin,12/11/24,170.60h,,,,,,,48.82h,67.82h,0.18h,46.85h,,,,,,12097.68h,,
Spike,PAYLYNX-373,Analyze how to Create Mobile specific flow to retry payment signing after non-fatal failures,,12433.43h,,,,,,,,,,,,,,,,,,
,PAYLYNX-372,Create Mobile specific flow to allow several attempts to sign payment,,12433.58h,,,,,,,,,,,,,,,,,,
,PAYLYNX-371,MB Core: create Stop polling endpoint for mobile,,12433.75h,,,,,,,,,,,,,,,,,,
,PAYLYNX-370,ID: LOTO2; LOTO,11/26/24,,0.88h,,,,,,,,,,,,,,,12452.13h,,
,PAYLYNX-369,Woocommerce issues,12/18/24,,6.33h,0.00h,,,,,,,,,522.28h,,,,,11929.38h,,
,PAYLYNX-368,Banklink : cannot log in to Citadele accounts,11/27/24,,2.22h,0.00h,,,,,,,,,27.40h,,,,,12428.62h,,
,PAYLYNX-367,MB CORE lenient validlocale,11/26/24,0.03h,,,,,,,17.72h,,0.18h,4.25h,,,,,,12450.32h,,
,PAYLYNX-366,ibank E-service: remove auth usage in LT,,12479.43h,,,,,,,,,,,,,,,,,,
Test,PAYLYNX-365,Testing task AI-637,12/12/24,29.78h,,,,,,,,,0.00h,377.78h,,,,,,12072.90h,,
,PAYLYNX-364,Testing task : AI-635,11/27/24,6.50h,,,,,,,0.00h,,0.00h,45.25h,,,,,,12429.27h,,
,PAYLYNX-363,MBEXP UI tests are failing,11/26/24,0.20h,,,,,,,5.72h,0.32h,0.00h,17.43h,,0.17h,,,,12457.37h,,
,PAYLYNX-362,"E-service in ibank: remove in EE, cleanup in LV - REL268",1/10/25,1077.10h,,,,,,,28.08h,22.53h,19.38h,30.30h,,,,,,11368.55h,,
,PAYLYNX-361,customer placed and paid an order through Mozello's ,11/25/24,,67.18h,0.32h,,,,,,,,,,,,,,12478.52h,,
,PAYLYNX-360,whether payment has been made through VDAA MM ,11/27/24,,65.03h,,,,,,,,,,51.17h,,,,,12430.02h,,
,PAYLYNX-359,SEB LV money left(buyer claim) but not arrived(merchant claim),,0.00h,,,,,,,,,,,,,,,,,12547.33h,
,PAYLYNX-358,SKICHE SIA  not been received by the customer in the account,11/25/24,,1.55h,,,,,,,,,,69.82h,,,,,12478.87h,,
,PAYLYNX-357,008 inactive agreements,11/25/24,,73.53h,1.95h,,,,,,,,,,,,,,12475.83h,,
,PAYLYNX-356,MB CORE mdm new links,11/27/24,0.00h,,,,,,,0.33h,0.00h,16.08h,143.55h,,,,,,12434.17h,,
,PAYLYNX-355,Testing task : AI-636,11/21/24,0.00h,,,,,,,0.00h,0.00h,0.00h,31.35h,,0.07h,,,,12571.02h,,
,PAYLYNX-354,Refund testing: AI-?,,2337.57h,,,,,,,,,,,,,,,,,10265.23h,
,PAYLYNX-353,Refund testing: AI-635,,2.72h,,,,,,,0.08h,,,,,287.67h,,,,,12312.55h,
,PAYLYNX-352,Refund testing: AI-636,,2.45h,,,,,,,,,,,,,,,,,12600.62h,
,PAYLYNX-351,SEB LV money left(buyer claim) but not arrived(merchant claim),,7219.05h,,,,,,,,,,,,,,,,,5398.10h,
,PAYLYNX-350,VinjeteGID:2947156,11/22/24,,0.65h,0.03h,,,,,,,,,70.10h,,,,,12547.22h,,
,PAYLYNX-349,kas kaupmees on üle läinud APi lahendusele,11/19/24,,0.58h,,,,,,,,,,,,,,,12621.02h,,
,PAYLYNX-348,Merchant ID: TETEATETE,11/19/24,,0.05h,,,,,,,,,,,,,,,12622.77h,,
,PAYLYNX-347,LV 3rd parties service can be found via search,12/9/24,6.00h,,,,,,,186.78h,114.72h,5.62h,167.50h,,,,,,12144.53h,,
,PAYLYNX-346,MBBL agreements switch of Swedbank flow to OB - November #2,12/4/24,25.12h,,,,,,,334.25h,,,,,,,,,12266.02h,,
,PAYLYNX-345,Inactive agreements,,74.80h,,,,,,,,,,,,,,,,,12551.25h,
,PAYLYNX-344,Changes in Support page for documentation,12/4/24,28.60h,,,,,,,125.27h,15.95h,1.12h,,,191.43h,,,,12264.08h,,
Production bug,PAYLYNX-343,STAR: missing buttons for banks onboarding EDGE only,,0.03h,,,,,,,23.03h,4.70h,0.00h,0.05h,,,,,,12614.47h,,
,PAYLYNX-342,Woocommerci makselahenduse lisamine,12/18/24,,715.53h,,,,,,,,,,,,,,,11929.42h,,
Production bug,PAYLYNX-341,MB CORE HAzelcast error,,8733.90h,,,,,,,,,,,,,,,,,3911.48h,
,PAYLYNX-340,Refund Testing: testing of AI-726,5/16/25,3906.70h,,,,,,,0.00h,,0.52h,240.73h,,144.43h,,,,8353.12h,,
,PAYLYNX-339,AI-650 test,2/17/25,2113.72h,,,,,,,0.00h,,0.00h,73.62h,,,,,,10458.60h,,
,PAYLYNX-338,MB CORE adjust for mobile url cancel flows,11/19/24,0.00h,,,,,,,4.38h,0.00h,16.75h,,,,,,,12625.25h,,
,PAYLYNX-337,Preparation for PI1:2025,1/15/25,1396.05h,,,,,,,,,,,,,,,,11251.33h,,
,PAYLYNX-336,Documentation review preparation for migration,,1534.40h,,,,,,,,,,,,,,,,,11113.42h,
,PAYLYNX-335,MB CORE fee lable change for MOBILE,11/20/24,2.82h,,,,,,,2.80h,0.25h,0.00h,41.03h,,,,,,12600.98h,,
Spike,PAYLYNX-334,Analyses how to onboard Andromeda to Logread,1/15/25,723.78h,,,,,,,667.83h,,,,,,,,,11256.47h,,
Spike,PAYLYNX-333,Data deletion after trigger from GDM,1/8/25,503.82h,,,,,,,267.28h,,21.13h,23.68h,,405.93h,,,,11426.23h,,
Spike,PAYLYNX-332,TIDY GDM analyses,12/3/24,166.83h,,,,,,,78.78h,112.83h,,,,,,,,12289.65h,,
,PAYLYNX-331,Update MBBL AD for TIDY,1/29/25,1393.12h,,,,,,,334.43h,,,,,,,,,10920.57h,,
,PAYLYNX-330,Small life-cycle improvements developments PI:5:Sprint4,,0.28h,,,,,,,,,,,,,,,,,12647.95h,
,PAYLYNX-329,"Small life-cycle improvements developments PI:5:Sprint3,4",,1534.83h,,,,,,,,,,,,,,,,,11113.42h,
,PAYLYNX-328,Small life-cycle improvements developments PI:5:Sprint2,,2739.77h,,,,,,,,,,,,,,,,,9908.50h,
,PAYLYNX-327,Small life-cycle improvements developments PI:5:Sprint1,,1511.63h,,,,,,,,,,,,,,,,,11136.62h,
,PAYLYNX-326,MBBL makse probleem,11/18/24,,1.58h,5.22h,,,,,,,,,,,,,,12642.82h,,
,PAYLYNX-325,Onboard MBBL to SGW service,,2863.23h,,,,,,,83.82h,,,,,47.68h,,,,,9719.08h,
,PAYLYNX-324,Onboard Warden to SGW service ,3/21/25,2994.93h,,,,,,,23.13h,,,,,,,,,9695.95h,,
,PAYLYNX-323,Onboard warden to Signing Container service,3/24/25,2803.48h,,,,,,,298.42h,,,,,,,,,9612.18h,,
,PAYLYNX-322,Create SGW agreement when onboarded to Refund ,,2803.58h,,,,,,,,,,,,,,,,,9910.92h,
,PAYLYNX-321,Refund forbidden flag renaming ,12/13/24,452.58h,,,,,,,146.10h,24.82h,18.10h,22.92h,,,,,,12049.97h,,
,PAYLYNX-320,Introduce new field to MBBL agreement - SGW agreement number ,3/6/25,2520.23h,,,,,,,71.28h,15.52h,2.48h,52.18h,,,,,,10052.97h,,
,PAYLYNX-319,Clean-up of E-services in ibank in LT/LV/EE,,2298.78h,,,,,,,,,,,,,,,,,10418.18h,
,PAYLYNX-318,Refund testing task placeholder for PI1:25:S3,3/12/25,2805.50h,,,,,,,0.00h,,0.00h,,,,,,,9911.73h,,
,PAYLYNX-317,Refund tasks - PI:1 Y2025 Sprint1,2/3/25,1845.02h,,,,,,,0.00h,0.00h,0.00h,70.08h,,,,,,10802.15h,,
,PAYLYNX-316,"Refund tasks testing - PI:5 Sprint 3,4",1/15/25,1459.40h,,,,,,,0.00h,,,,,,,,,11257.95h,,
,PAYLYNX-315,Refund tasks testing - PI:5 Sprint2,12/18/24,596.63h,,,,,,,0.00h,0.00h,0.00h,0.25h,,192.45h,,,,11928.05h,,
,PAYLYNX-314,Refund tasks testing - PI:5 Sprint1,,1489.20h,,,,,,,,,,,,,,,,,11230.97h,
,PAYLYNX-313,"Close legacy EI/IP type agreements in LT, fill-in closing dates",11/18/24,,71.63h,4.03h,,,,,,,,,,,,,,12644.93h,,
,PAYLYNX-312,Small life-cycle improvements developments Sprint5,,1607.37h,,,,,,,,,,,,,,,,,11113.42h,
,PAYLYNX-311,"Close legacy EI/IP type agreements in LT, fill-in closing dates",,0.75h,,,,,,,,,,,,,,,,,12720.62h,
,PAYLYNX-310,”VK_T_NO”,11/15/24,,17.70h,,,,,,,,,,,,,,,12721.97h,,
,PAYLYNX-309,MB CORE LV monthly transaction report is to big to send via email,,170.17h,,,,,,,285.50h,43.08h,0.57h,3.40h,,,,,,12261.23h,,
,PAYLYNX-308,SOTULI OÜ 14894395 ; ID: STULI,5/14/25,4370.57h,,,,,,,,,,,,,,,,8394.37h,,
,PAYLYNX-307,Skyvault Regression test (Oracle DB)for PROD,,3023.63h,,,,,,,,,,,,,,,,,9743.78h,
,PAYLYNX-306,Skyvault Regression test for DEV/TEST,,3310.43h,,,,,,,,,,,,,,,,,9457.00h,
,PAYLYNX-305,Apollo payments having issues,11/21/24,,66.95h,145.62h,,,,,,,,,0.00h,,,,,12573.75h,,
Spike,PAYLYNX-303,Testing documentation input,,3689.35h,,,,,,,,,,,,,,,,,9097.02h,
,PAYLYNX-302,The payment has not been received.,11/14/24,,42.85h,,,,,,,,,,,,,,,12745.73h,,
,PAYLYNX-301,MB EXP statement text in case of failed payment,,50.68h,,,,,,,94.52h,2.18h,1.70h,17.52h,,,,,,12625.25h,,
,PAYLYNX-300,Increase enigma timeout,11/13/24,0.02h,,,,,,,21.05h,22.67h,3.30h,0.12h,,,,,,12761.65h,,
,PAYLYNX-299,salakafe.lv - the problem in receiving payments,12/18/24,,24.27h,,,,,,,,,,859.63h,,,,,11929.07h,,
,PAYLYNX-298,Skyvault analyses,,2395.10h,,,,,,,,,,,,,,,,,10418.18h,
,PAYLYNX-297,Sandbox analyses and implementation - only for API flow,9/8/25,7223.52h,,,,,,,,,,,,,,,,,5590.00h,
,PAYLYNX-296,Migration preparation for 008,,2395.42h,,,,,,,,,,,,,,,,,10418.20h,
,PAYLYNX-295,TIDY expand the scope of MDM,,2395.62h,,,,,,,,,,,,,,,,,10418.20h,
,PAYLYNX-294,TIDY preparation and analyses,,2395.67h,,,,,,,,,,,,,,,,,10418.20h,
,PAYLYNX-293,Testing task : AI-633,11/12/24,0.00h,,,,,,,0.00h,,22.68h,4.72h,,,,,,12788.73h,,
Production bug,PAYLYNX-292,"Transaction report, oom",11/15/24,2.92h,,,,,,,5.95h,,15.60h,74.03h,,,,,,12718.82h,,
,PAYLYNX-291,SWED DRT: lost logs,1/2/25,125.75h,,,,,,,,,,,,1150.08h,,,,11568.90h,,
,PAYLYNX-290,MB CORE Deadlock in payment status setting,12/2/24,460.23h,,,,,,,4.37h,1.70h,0.30h,64.82h,,,,,,12314.47h,,
,PAYLYNX-289,MBBL exp: add server side redirect for pr.swedbank.com/.well-known folder,,0.00h,,,,,,,1.43h,,,,,,,,,,12883.35h,
,PAYLYNX-288,MBBL core: add Raili Põder into the report's recipient list,11/11/24,0.00h,,,,,,,0.08h,67.00h,0.00h,,,,,,,12817.93h,,
,PAYLYNX-287,MBBL labels: update error labels with missing LT translations,11/11/24,,2.13h,2.05h,,,,,,,,,67.00h,,,,,12815.68h,,
Production bug,PAYLYNX-286,"Tech error for some missing parametrs , payment link",11/29/24,0.00h,,,,,,,436.47h,49.83h,21.73h,0.47h,,,,,,12381.18h,,
Production bug,PAYLYNX-285,Paylink prod bug Required request parameter 'bic',11/11/24,0.65h,,,,,,,19.73h,0.75h,0.42h,71.67h,,,,,,12817.38h,,
,PAYLYNX-284,"After 11:00, payment confirmations are not received.",11/11/24,,22.15h,0.00h,,,,,,,,,73.12h,,,,,12815.67h,,
,PAYLYNX-283,MB EXP OOM,11/7/24,0.00h,,,,,,,10.67h,0.00h,,,,,,,,12900.57h,,
,PAYLYNX-282,MB EXP missing label if incorrect link,11/8/24,33.68h,,,,,,,10.10h,0.02h,0.95h,4.47h,,,,,,12882.93h,,
,PAYLYNX-281,Testing: New cert for banklink.swedbank.com,11/26/24,462.02h,,,,,,,0.00h,,17.60h,0.00h,,,,,,12456.90h,,
,PAYLYNX-280,Update refund API AD,11/19/24,6.07h,,,,,,,0.85h,306.12h,,,,,,,,12625.08h,,
,PAYLYNX-1215,[DB] Payload messages generation via changes in agreements for E-Invoice: Automated payment agreement (Seller),,2155.43h,,,41.60h,10781.88h,,,,,,,,,,,,,,
,PAYLYNX-1217,[DB] Track changes in agreements for E-invoice: Automated payment agreement (Seller),,2155.80h,,,42.05h,10781.88h,,,,,,,,,,,,,,
,PAYLYNX-279,MB CORE remove backToMerchant for payment requests,3/19/25,3070.17h,,,,,,,36.62h,9.12h,71.12h,47.43h,,,,,,9746.28h,,
,PAYLYNX-277,Testing of AI-634,11/6/24,1.12h,,,,,,,3.78h,0.78h,0.00h,42.42h,,,,,,12938.08h,,
,PAYLYNX-276,OOM for MB CORE,11/11/24,0.00h,,,,,,,1.87h,1.12h,69.58h,161.78h,,,,,,12817.97h,,
,PAYLYNX-275,No payment of 200 eur has been received.,,,1.10h,,,,,,,,,,,,,,,,13056.15h,
,PAYLYNX-274,Payment request /pay link not working in Android,,0.20h,,,,,,,94.97h,42.22h,1.75h,4.18h,,,,,,12932.10h,,
,PAYLYNX-273,"MB CORE - DB transaction is waiting HUB to respond, creating deadlocks",,13076.35h,,,,,,,,,,,,,,,,,,
,PAYLYNX-272,SENTOR1 ; SENTOR,11/15/24,,361.33h,,,,,,,,,,,,,,,12719.45h,,
,PAYLYNX-271,EKASE,11/15/24,,23.60h,0.00h,,,,,,,,,356.80h,,,,,12719.40h,,
Spike,PAYLYNX-270,MB CORE settlement account owner name for open packets & open model,6/13/25,5428.98h,,,,,,,,,,,,,,,,,7674.85h,
,PAYLYNX-269,MB-CORE update settlement account owner name,,4367.05h,,,,,,,,,,,,,,,,,8736.88h,
,PAYLYNX-268,MBBL exp: update documentation,10/31/24,0.00h,,,,,,,20.30h,0.00h,31.53h,,,,,,,13074.33h,,
Spike,PAYLYNX-266,Sandbox for PIS service,12/4/24,736.57h,,,,,,,129.27h,,,,,,,,,12264.63h,,
,PAYLYNX-265,We’re still having issues succesfully finalizing an payment through Swedbanks 009 banklink with the new public/private key,11/15/24,,20.58h,,,,,,,,,,406.38h,,,,,12719.42h,,
,PAYLYNX-264,MBBL reporting: create new monthly report about payment links,,13222.15h,,,,,,,,,,,,,,,,,,
,PAYLYNX-262,"Clean up job , tech error on old banklink side",,23.00h,,,,,,,173.60h,26.55h,0.00h,287.87h,,,,,,12738.47h,,
,PAYLYNX-261,MB WARDEN: Set up status change to settled,12/4/24,678.18h,,,,,,,0.12h,185.00h,3.38h,140.97h,,,,,,12264.78h,,
,PAYLYNX-260,MB WARDDEN setup to poll refund payments from statement API,12/4/24,5.13h,,,,,,,673.35h,185.00h,2.73h,141.65h,,,,,,12264.78h,,
,PAYLYNX-259,"E-service in ibank: remove in LV, add notification in EE. REL265",11/18/24,167.73h,,,,,,,387.58h,0.50h,71.47h,3.63h,,,,,,12642.07h,,
Spike,PAYLYNX-258,Investigation: Creation of userID for refund,11/6/24,27.90h,,,,,,,308.80h,,,,,,,,,12936.33h,,
,PAYLYNX-257,MB EXP LT label wrong,,1.95h,,,,,,,0.15h,3.58h,41.48h,85.32h,,,,,,13140.72h,,
,PAYLYNX-256,Report of Open Query customers,10/23/24,28.27h,,,,,,,2.23h,,,,,,,,,13269.05h,,
Production bug,PAYLYNX-255,Lots of failed payments in failed payments table,11/12/24,151.03h,,,,,,,43.47h,0.00h,2.67h,91.48h,,352.52h,,,,12793.40h,,
,PAYLYNX-253,It is not possible for customers to log in to websites mobstop.lv / mobstop.lt / mobstop.ee using Banklink,11/8/24,,17.82h,529.42h,,,,,,,,,,,,,,12888.78h,,
,PAYLYNX-252,Update transaction reports splitting mechanism using DB,,13440.37h,,,,,,,,,,,,,,,,,,
,PAYLYNX-251,MBBL Mobile flow: Create new subdomain and start using it during payment request creation,11/5/24,0.00h,,,,,,,167.42h,,312.60h,,,,,,,12961.08h,,
,PAYLYNX-250,MBBL Reporting: split fee calculation&debiting reports based on agreement type,,13459.93h,,,,,,,,,,,,,,,,,,
Spike,PAYLYNX-249,Investigate robots payments,10/23/24,0.10h,,,,,,,211.67h,,,,,,,,,13273.17h,,
,PAYLYNX-248,"Mobile :Corp PR , fix for backToMerchant",,46.57h,,,,,,,2.90h,,21.50h,141.68h,,,,,,13273.18h,,
,PAYLYNX-247,Tech error for old banklink in case of some processes in mbbl (for example clean up),,7969.42h,,,,,,,,,,,,,,,,,5520.92h,
,PAYLYNX-246,"LiveOps observed a 100% degradation on Swedbank & SwedbankLatvia, with almost all payments returning 'Payment status: Cancelled;' from 22:20 CEST to 23:15 CEST",9/16/25,8166.27h,,,,,,,,,,,,,,,,5396.90h,,
,PAYLYNX-245,BPARADIZE high priority,,4009.28h,,,,,,,,,,,,,,,,,9572.72h,
,PAYLYNX-244,Invalid signature,,4009.43h,,,,,,,,,,,,,,,,,9572.73h,
,PAYLYNX-243,"Mbbl , tags , agreement change",,121.93h,,,,,,,24.38h,1.52h,0.15h,0.42h,,,,,,13436.63h,,
,PAYLYNX-242,Update Magento plugin in support page,10/25/24,338.10h,,,,,,,3.67h,0.00h,18.78h,0.27h,,,,,,13226.08h,,
,PAYLYNX-241,Star: add checkbox for refund_forbiden in order to make it available to manage via agreement in STAR,,5208.85h,,,,,,,,,,,,,,,,,8394.93h,
,PAYLYNX-240,"Refunds, testing task AI-614",10/10/24,4.95h,,,,,,,0.00h,0.00h,0.00h,20.45h,,,,,,13584.02h,,
Spike,PAYLYNX-239,Bank Link vulnerability and Authentification service,11/17/25,9703.85h,,,,,,,,,,,,,,,,,3907.78h,
,PAYLYNX-238,Maksekeskus AS,9/11/25,8113.43h,,,,,,,,,,,,,,,,5519.82h,,
,PAYLYNX-237,MB-EXP Payment request landing page improvements,11/6/24,50.75h,,,,,,,499.08h,123.93h,0.87h,48.42h,,,,,,12932.10h,,
,PAYLYNX-236,EPLV_3_GIMNAZIJ,12/18/24,,8.57h,19.87h,,,,,,,,,1700.12h,,,,,11929.05h,,
,PAYLYNX-235,Report of 1001 and 1002 Merchants,,290.30h,,,,,,,,,,,,,,,,,13440.30h,
,PAYLYNX-234,"VK_MAC signature is now returning ""invalid"" on our side",10/9/24,,136.72h,,,,,,,,,,,,,,,13610.52h,,
,PAYLYNX-233,VK_MSG has changed IN THE ,10/3/24,0.02h,1.08h,0.00h,,,,,,,,,,,,,,13748.43h,,
,PAYLYNX-232,Payment statuses have not been received since 02.10.2024. 14.14. until now.,9/11/25,8230.17h,2.00h,0.00h,,,,,,,,,,,,,,5519.80h,,
Spike,PAYLYNX-231,MB-EXP Identify and fix most critical pages for accessibility act,10/23/24,0.00h,,,,,,,440.53h,18.97h,0.00h,18.02h,,,,,,13274.98h,,
,PAYLYNX-230,VENDEN,,5360.28h,,,,,,,,,,,,,,,,,8394.77h,
,PAYLYNX-229,"MB EXP, url check Pen Test Finding FIN0002025",10/9/24,0.00h,,,,,,,1.95h,110.25h,0.00h,48.72h,,,,,,13610.53h,,
,PAYLYNX-227,MB CORE connection problems,10/7/24,0.00h,,,,,,,3.43h,,109.72h,,,,,,,13659.30h,,
,PAYLYNX-226,Improve hikari connection alerts,10/7/24,0.00h,,,,,,,0.83h,0.00h,0.00h,113.63h,,,,,,13658.57h,,
,PAYLYNX-228,VENDEN,10/7/24,,116.38h,,,,,,,,,,,,,,,13657.55h,,
,PAYLYNX-225,ECO BALTIA VIDE SIA core id 12012194,,117.83h,,,,,,,5262.42h,,,,,,,,,,8394.73h,
,PAYLYNX-224,are not replaced by correct payment statuses.,9/30/24,0.00h,1.67h,0.00h,,,,,,,,,,,,,,13820.13h,,
,PAYLYNX-223,"Hikari connections monitoring alert, change first line of support",10/1/24,0.03h,,,,,,,0.00h,0.73h,0.20h,17.48h,,,,,,13803.95h,,
,PAYLYNX-222,Implement: warning notification and account validation for BL Auth (Lithuania),10/17/24,215.73h,,,,,,,167.28h,2.05h,0.00h,25.15h,,,,,,13412.93h,,
Production bug,PAYLYNX-221,"Payment initiation link , not possible to download pdf after payment execution",9/30/24,0.12h,,,,,,,0.10h,0.50h,0.00h,0.12h,,,,,,13825.12h,,
,PAYLYNX-220,Grafana graph shows 3fold incoming vs outgoing,10/7/24,0.00h,,,,,,,4.60h,67.52h,51.18h,118.23h,,,,,,13656.27h,,
,PAYLYNX-219,"AZETA SIA 40203024732, core id: 12785358",,5503.98h,,,,,,,,,,,,,,,,,8394.43h,
,PAYLYNX-218,Ibank 3012 3013 auth packets has changed field,9/27/24,0.00h,,,,,,,1.30h,,1.32h,18.77h,,,,,,13899.15h,,
,PAYLYNX-217,Monitoring improvement,9/26/24,0.00h,,,,,,,0.03h,16.72h,0.92h,,,,,,,13922.38h,,
,PAYLYNX-214,User account check update labels and exclude LT from,9/30/24,2.25h,,,,,,,5.05h,0.00h,15.57h,101.40h,,,,,,13820.77h,,
,PAYLYNX-208,MBBL agreements switch of Swedbank payment to OB - November,11/20/24,1304.67h,,,,,,,40.23h,,,,,,,,,12601.92h,,
,PAYLYNX-207,EPLV_APDROSINA1,,5552.52h,,,,,,,,,,,,,,,,,8394.42h,
,PAYLYNX-213,EPLV_APDROSINA1,11/8/24,,5.27h,45.37h,,,,,,,,,1007.57h,,,,,12888.77h,,
,PAYLYNX-204,MBBL agreements switch of Swedbank payment to OB - October #2,10/23/24,358.12h,,,,,,,283.50h,,,,,50.20h,,,,13273.72h,,
Production bug,PAYLYNX-203,"OutOfMemoryError, reports, console",,165.37h,,,,,,,32.52h,,109.78h,0.67h,,,,,,13658.58h,,
,PAYLYNX-206,LATVTOURS,9/24/24,0.00h,3.32h,0.00h,,,,,,,,,,,,,,13964.72h,,
,PAYLYNX-199,STAR MBBL : Regressins for 261,9/23/24,0.00h,,,,,,,,,,0.00h,,,,,,13989.23h,,
,PAYLYNX-198,MB EXP possible to check others merchants packets,,0.00h,,,,,,,7.70h,18.45h,0.03h,6.42h,,,,,,13960.75h,,
Spike,PAYLYNX-197,MBBL automatic accessibility reporting,9/24/24,39.03h,,,,,,,15.20h,7.27h,0.93h,2.98h,,,,,,13959.22h,,
Spike,PAYLYNX-196,MBBL migration to Skyvalt,,4151.10h,,,,,,,,,,,,,,,,,9908.57h,
,PAYLYNX-195,pipeline broken,9/21/24,36.63h,,,,,,,,,,,,,,,,14028.98h,,
,PAYLYNX-194,No robots detected incident on HUB,9/23/24,0.27h,,,,,,,4.17h,16.88h,72.68h,0.00h,,,,,,13993.25h,,
,PAYLYNX-193,MB EXP mobile catching wrong request,9/20/24,0.00h,,,,,,,1.22h,19.75h,24.67h,0.00h,,,,,,14065.98h,,
,PAYLYNX-192,"Add piechart for mbbl custom board , improvement",9/25/24,0.00h,,,,,,,26.92h,20.58h,4.28h,140.92h,,,,,,13945.05h,,
,PAYLYNX-191,MB EXP - webcomponents style mismatch,,1.95h,,,,,,,0.10h,,,,,710.12h,,,,,13440.68h,
,PAYLYNX-190,MB EXP outdated cookie consent,,2.12h,,,,,,,,,,,,14150.82h,,,,,,
Production bug,PAYLYNX-189,Technical error on SGW payment link,9/11/24,1.92h,,,,,,,0.00h,,,,,,,,,14273.58h,,
,PAYLYNX-188,Worker application to DEV/TEST,9/24/24,118.28h,,,,,,,172.22h,21.20h,1.95h,,,,,,,13967.17h,,
,PAYLYNX-187,Switch of Swedbank payment flow in ibank to new flow in OB - September,9/25/24,41.77h,,,,,,,312.27h,,,,,,,,,13945.07h,,
Spike,PAYLYNX-186,MB-CORE Identify and fix most critical pages for accessibility act,10/9/24,429.27h,,,,,,,143.67h,118.03h,0.23h,24.22h,,,,,,13610.02h,,
,PAYLYNX-185,Ibank Ui tests are failing,9/9/24,0.52h,,,,,,,2.70h,70.18h,,,,,,,,14323.27h,,
,PAYLYNX-184,MB-CORE missing check on mobile payment initiation double attempt,,27.23h,,,,,,,167.57h,67.13h,1.70h,2.27h,,,,,,14158.27h,,
,PAYLYNX-183,"Monitoring , improve alerts",9/9/24,0.00h,,,,,,,0.42h,26.73h,0.40h,66.30h,,,,,,14330.47h,,
,PAYLYNX-181,Mobile link: add files into https://pi.swedbank.com/.well-known/,9/6/24,3.67h,,,,,,,44.55h,7.73h,0.30h,1.53h,,,,,,14390.27h,,
,PAYLYNX-182,TELE 2 SIA,9/4/24,0.00h,1.40h,4.10h,,,,,,,,,,,,,,14443.22h,,
Spike,PAYLYNX-180,One-click Payments,,14448.92h,,,,,,,,,,,,,,,,,,
Spike,PAYLYNX-179,Investigate possibility's to detect Merchant platform,12/10/25,11089.57h,,,,,,,,,,,,,,,,,3359.47h,
,PAYLYNX-178,MBBL Reporting: split monthly trx reports by agreement types,9/24/24,176.07h,,,,,,,112.58h,26.17h,25.33h,143.52h,,,,,,13965.90h,,
,PAYLYNX-177,tele 2 sia,,6056.08h,,,,,,,,,,,,,,,,,8394.67h,
,PAYLYNX-176,OPTIKAOC,,6078.72h,,,,,,,,,,,,,,,,,8394.68h,
,PAYLYNX-175,"STAR MBBL rel 260 ,final regressions 6.09",9/3/24,66.85h,,,,,,,,,,25.95h,,,,,,14472.88h,,
,PAYLYNX-174,MB CORE Helm correction,8/29/24,0.00h,,,,,,,1.00h,13.63h,,,,,,,,14590.50h,,
,PAYLYNX-172,Switch of Swedbank payment flow in ibank to new flow in OB - August vol3,9/11/24,0.40h,,,,,,,335.72h,,,,,,,,,14281.07h,,
